1	But there's this secret between us, and we can never be the same until it is cleared.	Però hi ha aquest secret entre nosaltres, i mai no podrem tornar a ser el mateix fins que no s'hagi aclarit.	Però hi ha aquest secret entre nosaltres, i mai no podrem tornar a ser el mateix fins que no s'hagi aclarit.	Correcte.
2	Have seen the face again at the window.	Han vist de nou la cara a la finestra.	Han vist de nou la cara a la finestra.	Correcte.
3	How long is it since your wife asked you for a hundred pounds?	Quant de temps fa que la teva dona et va preguntar per cent lliures?	Quant de temps fa que la vostra dona us va demanar cent lliures?	Expressió. Postedició mínima.
4	As we looked, we saw a dark blur moving across the blind.	Mentre ens miràvem, vam veure una taca fosca que es movia a través del cortinatge.	Mentre miràvem, vam veure una taca fosca que es movia a través del cortinatge.	Pronom reflexiu sobrer >> canvi semàntic. Postedició mínima.
5	It has been a standing jest in the family that nothing could ever wake me during the night.	Ha estat una broma a la família que res no em podria despertar durant la nit.	Ha estat una broma constant a la família que res no em podria despertar durant la nit.	Omissió (standing). Postedició mínima.
6	It is often so in such matches, and little Lucy is darker far than ever her father was.	Sovint és així, en aquests llumins, i la petita Lucy és més fosca que mai el seu pare.	Sovint és així, en aquestes unions, i la petita Lucy és més fosca que mai ho fou el seu pare.	Lèxic (matches > *llumins). Construcció complicada. Postedició poca.
7	Having no success, she goes again next morning, and her husband meets her, as he has told us, as she comes out.	No tenir èxit, se'n torna l'endemà al matí, i el seu marit l'acull, tal com ell ens ha dit, mentre ella surt.	No tenint èxit, hi torna l'endemà al matí, i el seu marit se la troba, tal com ell ens ha dit, mentre ella surt.	Expressió causal mal resolta. Lèxic (meet > *acollir). Postedició poca.
8	Then suddenly, with a fierce gesture of his closed hand, like one who throws reserve to the winds, he began.	Després, tot d'una, amb un gest ferotge de la mà tancada, com qui llença reserva als vents, va començar.	Després, tot d'una, amb un gest ferotge amb la mà tancada, com qui agafa el bou per les banyes, va començar.	Preposició (*de/amb). Frase feta. Postedició moderada.
9	Three days later, however, the nurse and child only just escaped from the back door as you rushed in at the front one.	Al cap de tres dies, però, la infermera i la nena només s'han escapat de la porta del darrere, com et vas precipitar al davant.	Al cap de tres dies, però, la infermera i la nena s’escapaven per la porta del darrere mentre vós entràveu corrents per la del davant.	Expressió de simultaneïtat mal resolta. Postedició moderada.
10	Then, thinking that I was still asleep, she slipped noiselessly from the room, and an instant later I heard a sharp creaking which could only come from the hinges of the front door.	Després, pensant que jo encara dormia, ella es va esmunyir sense fer soroll de l'habitació, i un instant després vaig sentir un cruixit agut que només podia venir de les frontisses de la porta d'entrada.	Després, pensant que jo encara dormia, ella es va esmunyir sense fer soroll de l'habitació, i un instant després vaig sentir un cruixit agut que només podia venir de les frontisses de la porta d'entrada.	Correcte.
11	I really think that I should have fainted if I had not gone out.	De debò que crec que m'hauria d'haver desmaiat si no hagués sortit.	De debò que crec que m'hauria desmaiat si no hagués sortit.	Traducció literal. Postedició mínima.
12	When we married, my wife made over all her property to me—rather against my will, for I saw how awkward it would be if my business affairs went wrong.	Quan ens vam casar, la meva dona va fer tota la meva propietat a mi, més aviat en contra de la meva voluntat, perquè vaig veure com seria de incòmoda si els meus afers empresarials anessin malament.	Quan ens vam casar, la meva dona em transferí tota la seva propietat, més aviat en contra de la meva voluntat, perquè vaig veure com seria d’incòmode si els meus afers empresarials anessin malament.	Phrasal verb (make over). Postedició poca.
13	Well, I think that you are in the right.	Bé, em penso que sou a la dreta.	Bé, crec que teniu raó.	Locució. Postedició mínima.
14	But if I am not mistaken I hear him upon the stair, so we shall have something more interesting than his pipe to study.	Però si no m'equivoco el sento a l'escala, així tindrem alguna cosa més interessant que la seva pipa per estudiar.	Però si no m'equivoco sento que ha pujat per l’escala, així tindrem alguna cosa més interessant que la seva pipa per estudiar.	Correcte. Pèrdua de manera i direcció de moviment.  Possibilitat (shall). Postedició mínima.
15	He held it up and tapped on it with his long, thin fore-finger, as a professor might who was lecturing on a bone.	El va aixecar i li va donar uns copets amb el dit llarg i prim, com un professor que estava alliçonant sobre un os.	La va aixecar i li va donar uns copets amb el dit llarg i prim, com si un professor donés una lliçó sobre un os.	Postedició mínima.
16	My friend threw out the information in a very offhand way, but I saw that he cocked his eye at me to see if I had followed his reasoning.	El meu amic va llençar la informació d'una manera molt brusca, però vaig veure que em decantava l'ull per veure si jo havia seguit el seu raonament.	El meu amic va llançar la informació d'una manera molt despreocupada, però vaig veure que em mirava de cantell per veure si jo havia seguit el seu raonament.	Lèxic (offhand > *brusca). Frase feta. Postedició moderada.
17	Of course, legally, we are putting ourselves hopelessly in the wrong; but I think that it is worth it.	És clar que, des del punt de vista legal, estem posant-nos irremeiablement en el dolent; però crec que val la pena.	És clar que, des del punt de vista legal, estem posant-nos irremeiablement en un error; però crec que val la pena.	Expressió (putting in the wrong). Postedició mínima.
18	And this not so much for the sake of his reputation—for, indeed, it was when he was at his wits' end that his energy and his versatility were most admirable—but because where he failed it happened too often that no one else succeeded, and that the tale was left forever without a conclusion.	I això no tant per l'amor de la seva reputació -perquè, efectivament, ho era quan estava a la seva intel·ligència -que la seva energia i la seva versatilitat eren d'allò més admirables -, però perquè allà on va fallar li va passar massa sovint que ningú més no se'n va sortir, i que el relat quedava abandonat per sempre més sense cap conclusió.	I això no tant per la seva reputació -perquè, efectivament, fou quan estava al límit -que la seva energia i la seva versatilitat eren d'allò més admirables -, sinó perquè allà on va fallar li va passar massa sovint que ningú més no se'n sortia, i que el relat quedava abandonat per sempre més sense cap conclusió.	Expressió (wits’ end). Postedició poca.
19	I felt that I should have no peace until I knew, and yet I shrank from asking her again after once she had told me what was false.	Jo sentia que no hauria de tenir pau fins que ho sabés, i, tanmateix, m'escapolia de tornar-li a preguntar després d'una vegada que m'havia dit el que era fals.	Jo sentia que no podria tenir pau fins que ho sabés, i, tanmateix, em desdeia de tornar-li a preguntar després que m'havia dit una falsedat.	Temps verbals. Postedició poca.
20	You know that I would not have a secret from you if it were not for your own sake.	Ja saps que jo no tindria un secret de tu si no fos pel teu bé.	Ja saps que jo no tindria un secret per a tu si no fos pel teu bé.	Preposició (*de/per a). Postedició mínima.
21	Save for the occasional use of cocaine, he had no vices, and he only turned to the drug as a protest against the monotony of existence when cases were scanty and the papers uninteresting.	Llevat de l'ús ocasional de la cocaïna, no tenia vicis, i només es girava cap a la droga com una protesta contra la monotonia de l'existència quan els casos eren escassos i els papers poc interessants.	Llevat de l'ús ocasional de la cocaïna, no tenia vicis, i només es girava cap a la droga com una protesta contra la monotonia de l'existència quan els casos eren escassos i els papers poc interessants.	Correcte.
22	My mind was instantly filled with suspicion.	La meva ment es va omplir immediatament de sospita.	La meva ment es va omplir immediatament de sospita.	Correcte.
23	I stood at the door for a few minutes, and now I am quite myself again.	Em vaig quedar a la porta uns minuts, i ara sóc ben bé jo mateixa.	Em vaig quedar a la porta uns minuts, i ara sóc ben bé jo mateix altre cop.	Omissió (again). Gènere. Postedició mínima.
24	I was badly in need of a case, and this looks, from the man's impatience, as if it were of importance.	Em trobava malament en falta d'un cas, i això es veu, des de la impaciència de l'home, com si fos d'importància.	Em feia molta falta un cas, i això sembla, per la impaciència de l’home, que era d’importància.	Expressió (badly in need of > *em trobava malament; this looks > *es veu > sembla). Postedició poca.
25	My husband died at Atlanta.	El meu marit va morir a Atlanta.	El meu marit va morir a Atlanta.	Correcte.
26	But we had not a very long time to wait for that.	Però no teníem gaire temps per esperar-ho.	Però no vam haver d’espera-ho gaire temps.	Construcció complicada >> canvi semàntic. Postedició poca.
27	My wife seemed to be as upset as myself, and I could see from the little questioning glances which she kept shooting at me that she understood that I disbelieved her statement, and that she was at her wits' end what to do.	La meva dona semblava estar tan trasbalsada com jo mateixa, i vaig poder veure des de les petites mirades interrogadores que ella no parava de disparar-me, que entenia que jo descreia la seva afirmació, i que estava a punt d'acabar el que havia de fer.	La meva dona semblava estar tan trasbalsada com jo mateix, i vaig poder veure, per les petites mirades interrogadores que ella no parava de fer-me, que entenia que jo no em creia la seva afirmació, i que ja no sabia el que havia de fer.	Gènere. Lèxic (shooting > *disparar). Frase feta (wits’ end). Postedició moderada.
28	When new facts come to our knowledge which cannot be covered by it, it will be time enough to reconsider it.	Quan nous fets arriben al nostre coneixement que no es pot cobrir, serà el temps suficient per reconsiderar-ho.	Quan nous fets arriben al nostre coneixement i aquest no els pot cobrir, serà el temps ja de reconsiderar-lo.	Canvi d’ordre òptim no efectuat entre oració principal i subordinada. Postedició moderada.
29	Our visitor again passed his hand over his forehead, as if he found it bitterly hard.	El nostre visitant va tornar a passar-se la mà pel front, com si el trobés amargament dur.	El nostre visitant va tornar a passar-se la mà pel front, com si el trobés amargament dur.	Correcte.
30	An instant later our door opened, and a tall young man entered the room.	Un instant després la nostra porta es va obrir, i un jove alt va entrar a la sala.	Un instant després la nostra porta es va obrir, i un jove alt va entrar a la sala.	Correcte.
31	Holmes and I had listened with the utmost interest to this extraordinary statement, which had been delivered in the jerky, broken fashion of a man who is under the influence of extreme emotions.	Holmes i jo havíem escoltat amb el màxim interès a aquesta extraordinària afirmació, que havia estat lliurada a la moda espasmòdica, trencada d'un home que està sota la influència de les emocions extremes.	Holmes i jo havíem escoltat amb el màxim interès aquesta extraordinària afirmació, que havia estat lliurada a la manera espasmòdica, trencada d'un home que està sota la influència d’emocions extremes.	Transitivitat. Lèxic (fashion > *moda). Postedició poca.
32	Well, he must have been disturbed in his mind to leave a pipe behind him which he evidently values highly.	Bé, deu haver estat destorbat en la seva ment per deixar una canonada darrere seu, que evidentment es valora molt.	Bé, deu haver estat destorbat en la seva ment per deixar-se una pipa que evidentment valora molt.	Lèxic (pipe > *canonada > pipa). Reflexiu incorrecte. Postedició poca.
33	There was such earnestness, such despair, in her manner that her words arrested me, and I stood irresolute before the door.	Hi havia tanta serietat, tanta desesperació, en les seves maneres que les seves paraules em detinguessin, i em vaig quedar indecís davant la porta.	Hi havia tanta serietat, tanta desesperació, en les seves maneres que les seves paraules m'aturaren, i em vaig quedar indecís davant la porta.	Temps verbal. Postedició mínima.
34	This sickened her of America, and she came back to live with a maiden aunt at Pinner, in Middlesex.	Això va marejar-la d'Amèrica, i ella va tornar a viure amb una tia donzella a Pinner, a Middlesex.	Això va fer-li avorrir Amèrica, i ella va tornar a viure amb una tia soltera a Pinner, Middlesex.	Expressió (sickened of). Lèxic (maiden > *donzella > soltera). Postedició poca.
35	Annoyed at the churlish rebuff, I turned my back and walked home.	Molest per aquell desaire agitat, vaig girar-me d'esquena i vaig tornar a casa.	Molest per aquell desaire agitat, vaig girar-me d'esquena i vaig tornar a casa.	Correcte.
36	Until you tell me who it is that has been living in that cottage, and who it is to whom you have given that photograph, there can never be any confidence between us, said I, and breaking away from her, I left the house.	Fins que em diguis qui és que ha estat vivint en aquella caseta, i qui és a qui has donat aquesta fotografia, mai no hi podrà haver cap confiança entre nosaltres -va dir jo, i, trencant-se d'ella, vaig sortir de casa.	Fins que no em diguis qui és que ha estat vivint en aquella caseta, i qui és a qui has donat aquesta fotografia, mai no hi podrà haver cap confiança entre nosaltres -vaig dir jo, i, allunyant-me d'ella, vaig sortir de casa.	Manca negació. Phrasal verb (breaking away from her > *trencant-se d’ella). Postedició poca.
37	It was a strange puzzle, and yet I knew that my mind could never know ease again until I had solved it.	Era un trencaclosques estrany, i tot i així sabia que el meu cap no podria tornar a saber mai més tranquil fins que no ho hagués resolt.	Era un trencaclosques estrany, i tot i així sabia que el meu cap no podria tornar a saber-se mai més tranquil fins que no ho hagués resolt.	Manca pronom reflexiu. Postedició mínima.
38	You appear, however, to have been disagreeably impressed by it.	Pel que sembla, no hi ha dubte que l'ha impressionat.	Pel que sembla, no hi ha dubte que us ha impressionat desagradablement.	Connector afegit. Omissió adverbi. Postedició poca.
39	I will tell you the meaning of it, cried the lady, sweeping into the room with a proud, set face.	Us en diré el significat! -va cridar la dama, esmunyint-se cap a l'habitació amb un posat orgullós, posat de cara.	Us en diré el significat! -va cridar la dama, esmunyint-se cap a l'habitació amb un posat orgullós i resolt.	Repetició de mot. Postedició poca.
40	If you have reason to believe that it is inhabited, do not force your way in, but send a wire to my friend and me.	Si teniu motius per creure que és habitada, no us obligueu a entrar, però envieu un cable al meu amic i a mi.	Si teniu motius per creure que és habitada, no forceu l’entrada; envieu-nos un telegrama al meu amic i a mi.	Expressió (force the way in > forçar l’entrada). Lèxic. Postedició elevada.
41	I determined to say nothing about the former to my wife, for she is a nervous, highly strung woman, and I had no wish that she would share the unpleasant impression which had been produced upon myself.	Estic decidida a no dir res de l'anterior a la meva dona, perquè ella és una dona nerviosa, molt tensa, i no desitjava que ella compartís la desagradable impressió que s'havia produït sobre mi mateixa.	Vaig decidir no dir res de l'anterior a la meva dona, perquè ella és una dona nerviosa, molt tensa, i no desitjava que ella compartís la desagradable impressió que m’havia produït a mi.	Correlació verbal. Gènere. Postedició poca.
42	We had an inn and two houses a little above us, and a single cottage at the other side of the field which faces us, and except those there were no houses until you got half way to the station.	Teníem una fonda i dues cases una mica per damunt nostre, i una sola caseta a l'altra banda del camp que ens enfronta, i tret d'aquells no hi havia cases fins que arribaves mig camí cap a l'estació.	Teníem una fonda i dues cases una mica per damunt nostre, i una sola caseta a l'altra banda del camp del davant, i tret d'aquestes no hi havia cases fins que no arribaves a mig camí de l'estació.	Expressió locativa (which faces us > *ens enfronta > del davant). Concordança de gènere. Postedició poca.
43	She followed me, however, before I could close the door.	Em va seguir, però, abans que pogués tancar la porta.	Em va seguir, però, abans que pogués tancar la porta.	Correcte.
44	As I did so I happened to glance out of one of the upper windows, and saw the maid with whom I had just been speaking running across the field in the direction of the cottage.	Mentre ho feia vaig passar a mirar per una de les finestres superiors, i vaig veure la minyona amb la qual acabava de parlar corrent pel camp en direcció a la cabanya.	Mentre ho feia vaig poder mirar per una de les finestres superiors, i vaig veure la minyona amb la qual acabava de parlar corrent pel camp en direcció a la cabanya.	Perífrasi d’involuntarietat (happened to glance > *vaig passar a mirar > vaig poder veure). Postedició poca.
45	She promises him then not to go there again, but two days afterwards the hope of getting rid of those dreadful neighbors was too strong for her, and she made another attempt, taking down with her the photograph which had probably been demanded from her.	Li va prometre que no hi aniria mai més, però dos dies després l'esperança de desempallegar-se d'aquells terribles veïns era massa forta per a ella, i va fer un altre intent, enduent-se amb ella la fotografia que segurament li havia estat obligada.	Li promet que no hi anirà mai més, però dos dies després l'esperança de desempallegar-se d'aquells terribles veïns era massa forta per a ella, i va fer un altre intent, enduent-se amb ella la fotografia que segurament li havia estat demanada.	Temps verbal. Lèxic (*obligada > demanada). Postedició mínima.
46	But you saw me go, and that was the beginning of my troubles.	Però em vas veure marxar, i això va ser el començament de les meves dissorts.	Però em vas veure marxar, i això va ser el començament de les meves dissorts.	Correcte.
47	And if it is still empty?	I si encara és buida?	I si encara és buida?	Correcte.
48	For two hours we rambled about together, in silence for the most part, as befits two men who know each other intimately.	Durant dues hores vam divagar junts, en silenci durant la major part, com correspon a dos homes que es coneixen íntimament.	Durant dues hores vam divagar junts, en silenci la major part, com correspon a dos homes que es coneixen íntimament.	Correcte.
49	I am afraid that this is a bad business, Watson, said my companion, as he returned after accompanying Mr. Grant Munro to the door.	Em temo que això és un mal assumpte, Watson -va dir el meu company, mentre tornava després d'acompanyar el senyor Grant Munro a la porta.	Em temo que això és un mal assumpte, Watson -va dir el meu company, mentre tornava després d'acompanyar el senyor Grant Munro a la porta.	Correcte.
50	She waits until her husband is asleep, and then she rushes down to endeavor to persuade them to leave her in peace.	S'espera fins que el seu marit dorm, i després s'ajup per intentar convèncer-los que la deixi en pau.	S'espera fins que el seu marit dorm, i després es precipita per intentar convèncer-los que la deixin en pau.	Phrasal verb (rushes down > *s’ajup > es precipita). Postedició mínima.
51	During that time my wife and I have loved each other as fondly and lived as happily as any two that ever were joined.	Durant aquell temps la meva dona i jo ens hem estimat l'un a l'altre com amb afecte i visqueren tan feliçment com tots dos que mai s'han unit.	Durant aquell temps la meva dona i jo ens vam estimar l'un a l'altre amb tant afecte i tan feliçment com qualsevol parella que mai s'hagi unit.	Comparatives començades amb «as». Canvi de persona verbal. Postedició moderada.
52	Some day, perhaps, but not just at present, Jack.	Algun dia, potser, però no només al present, Talut.	Algun dia, potser, però no pas ara, Jack.	Expressió temporal. Canvi de nom propi (*Talut/Jack). Postedició poca.
53	I went as far as the Crystal Palace, spent an hour in the grounds, and was back in Norbury by one o'clock.	Vaig anar tan lluny com el Crystal Palace, vaig passar una hora al Seminari, i tornava a ser a Norbury per la una del migdia.	Vaig anar tan lluny com el Crystal Palace, vaig passar una hora al recinte, i tornava a ser a Norbury cap a la una en punt.	Lèxic (grounds > *seminari). Expressió temporal afegida (by one o’clock > ?per la una del migdia > cap a la una). Postedició poca.
54	Suddenly this morning it occurred to me that you were the man to advise me, so I have hurried to you now, and I place myself unreservedly in your hands.	De sobte, aquest matí se m'ha acudit que eres l'home per aconsellar-me, de manera que ara t'he apressat, i em poso sense reserves a les teves mans.	De sobte, aquest matí se m'ha acudit que éreu l'home per a aconsellar-me, de manera que ara m'he apressat, i em poso sense reserves a les vostres mans.	Canvi de CD. Postedició mínima.
55	We shall be with you within an hour of receiving it, and we shall then very soon get to the bottom of the business.	Estarem amb tu al cap d'una hora de rebre-la, i aviat arribarem al fons del negoci.	Serem amb tu al cap d'una hora de rebre’l, i aviat arribarem al fons de l’assumpte.	Distinció ser/estar. Lèxic (business > *negoci > assumpte/qüestió). Postedició mínima.
56	Sherlock Holmes was a man who seldom took exercise for exercise's sake.	Sherlock Holmes era un home que rarament feia exercici per fer exercici.	Sherlock Holmes era un home que rarament feia exercici per fer exercici.	Correcte.
57	In the cottage lay the secret which was casting a shadow over my life.	A la caseta hi havia el secret que projectava una ombra sobre la meva vida.	A la caseta hi havia el secret que projectava una ombra sobre la meva vida.	Correcte.
58	If I had been less cautious I might have been more wise, but I was half crazy with fear that you should learn the truth.	Si hagués estat menys prudent, hauria estat més prudent, però estava mig boja de por que hauries d'aprendre la veritat.	Si hagués estat menys prudent, podria haver estat més sàvia, però estava mig boja de por que no sabessis la veritat.	Lèxic repetit (prudent). Lèxic (learn [the truth] > *aprendre > saber). Postedició poca.
59	Her husband developed some hateful qualities; or shall we say that he contracted some loathsome disease, and became a leper or an imbecile?	El seu marit va desenvolupar algunes qualitats detestables; o diguem que va contraure alguna malaltia repugnant i es va convertir en un leprós o un imbècil?	El seu marit va desenvolupar algunes qualitats detestables; o podem dir que va contraure alguna malaltia repugnant i es va convertir en un leprós o un imbècil?	Modalitat de possibilitat (shall we say). Postedició mínima.
60	Mr. Grant Munro pushed impatiently forward, however, and we stumbled after him as best we could.	El senyor Grant Munro va empènyer amb impaciència cap endavant, però, i vam ensopegar amb ell tan bé com vam poder.	Tanmateix, el senyor Grant Munro va avançar amb impaciència i vam anar a trompicons darrere d’ell tan bé com vam poder.	Adaptació (we stumbled after him > vam anar a trompicons darrere d’ell). Postedició moderada.
61	It was a cosey, well-furnished apartment, with two candles burning upon the table and two upon the mantelpiece.	Era un pis cosey, ben moblat, amb dues espelmes enceses damunt la taula i dues sobre la lleixa de la llar de foc.	Era un pis acollidor, ben moblat, amb dues espelmes enceses damunt la taula i dues sobre la lleixa de la llar de foc.	Lèxic no traduït (cosey). Postedició mínima.
62	Why do you look at me like that, Jack?	Per què em mires així, Jack?	Per què em mires així, Jack?	Correcte.
63	And now, since last Monday, there has suddenly sprung up a barrier between us, and I find that there is something in her life and in her thought of which I know as little as if she were the woman who brushes by me in the street.	I ara, des de dilluns passat, hi ha sorgit de sobte una barrera entre nosaltres, i trobo que hi ha alguna cosa en la seva vida i en el seu pensament de la qual sé tan poc com si fos la dona que em frega pel carrer.	I ara, des de dilluns passat, ha sorgit de sobte una barrera entre nosaltres, i trobo que hi ha alguna cosa en la seva vida i en el seu pensament de la qual sé tan poc com de la dona que em passa fregant pel carrer.	Pronom feble afegit. Postedició poca.
64	My dear Mr. Grant Munro— began Holmes.	Estimat senyor Grant Munro... -començà Holmes.	Estimat senyor Grant Munro... -començà Holmes.	Correcte.
65	I burst out laughing, out of sympathy with her merriment; but Grant Munro stood staring, with his hand clutching his throat.	Vaig esclatar a riure, per compassió amb la seva hilaritat; però Grant Munro es quedà mirant fixament, amb la mà agafada a la gola.	Vaig esclatar a riure, per simpatia amb la seva hilaritat; però Grant Munro es quedà mirant fixament, amb la mà agafada a la gola.	Expressió (out of sympathy). Postedició mínima.
66	Well, I told you just now that there is a cottage not far from our house.	Bé, us he dit justament ara que hi ha una caseta no gaire lluny de casa nostra.	Bé, us he dit justament ara que hi ha una caseta no gaire lluny de casa nostra.	Correcte.
67	They had one child, but the yellow fever broke out badly in the place, and both husband and child died of it.	Van tenir un fill, però la febre groga va esclatar de mala manera en aquell lloc, i tant el marit com el fill van morir.	Van tenir un fill, però la febre groga va esclatar de mala manera en aquell lloc, i tant el marit com el fill van morir.	Correcte.
68	On the third day, however, I had ample evidence that her solemn promise was not enough to hold her back from this secret influence which drew her away from her husband and her duty.	El tercer dia, però, tenia prou proves que la seva solemne promesa no era suficient per retenir-la d'aquesta influència secreta que la va apartar del seu marit i del seu deure.	El tercer dia, però, tenia prou proves que la seva solemne promesa no era suficient per retenir-la d'aquesta influència secreta que la va apartar del seu marit i del seu deure.	Possible correlació de temps verbals. Postedició mínima.
69	The facts are these, Mr. Holmes, said he.	Els fets són aquests, senyor Holmes -digué Pott.	Els fets són aquests, senyor Holmes -digué ell.	Canvi de pronom personal per nom propi. Postedició mínima.
70	As I entered the house the maid ran into the hall with a startled face.	Quan vaig entrar a la casa la minyona va córrer cap al rebedor amb una cara de sorpresa.	Quan vaig entrar a la casa la minyona va córrer cap al rebedor amb una cara de sorpresa.	Correcte.
